 RIN, Primary Key, Date Occurred, Time Occurred, Location, Area Command, Nature of Contact, Reason Desc, R2R Level,Master Subject ID, Subject Sex, Subject Race, Subject Ethnicity, Subject Conduct Desc, Subject Resistance, Weapon Used 1, Weapon Used 2,Weapon Used 3, Weapon Used 4, Weapon Used 5, Number Shots, Subject Effects, Effect on Officer, Officer Organization Desc, Officer Commission Date,Officer Yrs of Service, X-Coordinate, Y-Coordinate,CouncilDistrict
"164,941","20,152,291,247",08/17/2015 12:00:00 AM,1722,9414 N LAMAR BLVD,ED,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",3,10945444: 20152291247,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,127,650","10,106,327",4
"164,963","20,152,291,858",08/17/2015 12:00:00 AM,2303,500 E 6TH ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459290263: 20152291858,M,B,N,,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,841","10,070,419",9
"164,964","20,152,290,473",08/17/2015 12:00:00 AM,0935,10010 ANDERSON MILL RD,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459106200: 20152290473,M,W,N,EDP/MENTALLY UNSTABLE,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ADAM 100 REG II PATROL,04/23/2010 12:00:00 AM,5,"3,094,982","10,135,595",6
"165,001","20,152,291,858",08/17/2015 12:00:00 AM,2303,500 E 6TH ST,GE,DISPATCHED CALL,NECESSARY TO DEFEND REPORTING OFFICER,3,167517443: 20152291858,M,W,H,,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,841","10,070,419",9
"165,002","20,152,291,858",08/17/2015 12:00:00 AM,2301,500 E 6TH ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459290263: 20152291858,M,B,N,,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,841","10,070,419",9
"165,003","20,152,291,247",08/17/2015 12:00:00 AM,1735,9414 N LAMAR BLVD,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,10945444: 20152291247,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,12/13/2013 12:00:00 AM,2,"3,127,650","10,106,327",4
"165,022","20,152,291,294",08/17/2015 12:00:00 AM,1845,9100 WATERFORD CENTRE BLVD,AD,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,2,133628173: 20152291294,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,ADAM 400 REG II PATROL,11/12/2010 12:00:00 AM,5,"3,117,293","10,110,324",7
"165,149","20,152,290,693",08/17/2015 12:00:00 AM, ,1109 HOLLY ST,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458908110: 20152290693,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 100 REG I PATROL,03/27/1998 12:00:00 AM,17,"3,116,887","10,066,525",3
"164,925","20,152,300,085",08/18/2015 12:00:00 AM, ,6300 SANTOS ST,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,2,288887406: 20152300085,F,B,N,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,HENRY 600 REG III PATROL,01/02/2009 12:00:00 AM,7,"3,127,924","10,056,757",3
"164,962","20,152,291,913",08/18/2015 12:00:00 AM, ,CRAIGMONT DR / GLEN MEADOW DR,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,252969332: 20152291913,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 300 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,103,406","10,045,372",2
"165,024","20,152,301,751",08/18/2015 12:00:00 AM,0233,BURNET RD / W ANDERSON LN,ID,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,221053500: 20152301751,M,A,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 3 REG III HWY ENFORCEMENT,04/23/2010 12:00:00 AM,5,"3,117,321","10,102,869",7
"165,025","20,152,310,099",08/19/2015 12:00:00 AM,0138,5300 BLOCK S IH 35 SB,DA,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,5025827: 20152310099,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DWI TEAM 3 REG III HWY ENFORCEMENT,06/23/2006 12:00:00 AM,9,"3,109,466","10,047,320",3
"165,063","20,152,310,965",08/19/2015 12:00:00 AM, ,7610 CAMERON RD,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459255054: 20152310965,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,MOTORS NORTH 2 HWY ENFORCEMENT,10/29/2007 12:00:00 AM,8,"3,130,949","10,094,310",4
"165,065","20,152,310,965",08/19/2015 12:00:00 AM, ,7610 CAMERON RD,ID,DISPATCHED CALL,OTHER (DOCUMENT IN SUPPLEMENT),3,459255054: 20152310965,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,MOTORS NORTH 2 HWY ENFORCEMENT,06/27/2003 12:00:00 AM,12,"3,130,949","10,094,310",4
"165,082","20,152,310,965",08/19/2015 12:00:00 AM,1309,7610 CAMERON RD,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459255054: 20152310965,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,MOTORS NORTH 2 HWY ENFORCEMENT,08/10/2001 12:00:00 AM,14,"3,130,949","10,094,310",4
"166,772","20,152,310,099",08/19/2015 12:00:00 AM,0110,5300 BLOCK S IH 35 SB,DA,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,5025827: 20152310099,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 400 REG IV PATROL,12/12/2014 12:00:00 AM,1,"3,109,466","10,047,320",3
"165,042","20,152,312,081",08/20/2015 12:00:00 AM,2258,1316 S CONGRESS AVE,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,17304802: 20152312081,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,112,293","10,064,375",9
"165,061","20,152,312,081",08/20/2015 12:00:00 AM,2258,1316 S CONGRESS AVE,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,17304802: 20152312081,M,W,N,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/12/2014 12:00:00 AM,1,"3,112,293","10,064,375",9
"165,062","20,152,320,246",08/20/2015 12:00:00 AM, ,9003 SPARKLING CREEK DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459252324: 20152320246,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,,ADAM 700 REG II PATROL,03/21/2014 12:00:00 AM,1,"3,101,032","10,135,750",6
"165,064","20,152,320,253",08/20/2015 12:00:00 AM,0439,6600 MANCHACA RD,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458861652: 20152320253,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,094,888","10,048,104",5
"165,083","20,152,320,253",08/20/2015 12:00:00 AM,0439,6600 MANCHACA RD,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458861652: 20152320253,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 12:00:00 AM,2,"3,094,888","10,048,104",5
"165,101","20,152,320,190",08/20/2015 12:00:00 AM,0438,602 BLACKBERRY DR,FR,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,3,185278272: 20152320190,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,03/21/2014 12:00:00 AM,1,"3,100,184","10,041,386",2
"165,162","20,152,320,246",08/20/2015 12:00:00 AM,0417,9003 SPARKLING CREEK DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459252324: 20152320246,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,01/02/2009 12:00:00 AM,7,"3,101,032","10,135,750",6
"165,163","20,152,320,246",08/20/2015 12:00:00 AM,0416,9003 SPARKLING CREEK DR,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459252324: 20152320246,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,12/13/2013 12:00:00 AM,2,"3,101,032","10,135,750",6
"165,164","20,152,320,246",08/20/2015 12:00:00 AM,0417,9003 SPARKLING CREEK DR,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459252324: 20152320246,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,12/12/2014 12:00:00 AM,1,"3,101,032","10,135,750",6
"165,141","20,152,330,063",08/21/2015 12:00:00 AM, ,12703 ESPLANADE ST,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311077: 20152330063,F,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,01/02/2009 12:00:00 AM,7,"3,129,001","10,125,732",7
"165,142","20,152,330,189",08/21/2015 12:00:00 AM,0228,312 CELERY LOOP,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,459039651: 20152330189,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,100,491","10,037,548",2
"165,143","20,152,330,063",08/21/2015 12:00:00 AM,0050,12703 ESPLANADE ST,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311077: 20152330063,F,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,12/13/2013 12:00:00 AM,2,"3,129,001","10,125,732",7
"165,147","20,152,331,860",08/21/2015 12:00:00 AM,2150,1100 E OLTORF ST,HE,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311264: 20152331860,M,A,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,113,907","10,059,041",9
"165,161","20,152,331,860",08/21/2015 12:00:00 AM,2150,1100 E OLTORF ST,HE,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311264: 20152331860,M,A,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 12:00:00 AM,2,"3,113,907","10,059,041",9
"165,782","20,152,450,248",09/02/2015 12:00:00 AM,0549,2317 S PLEASANT VALLEY RD,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,174199250: 20152450248,M,W,H,,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,,2,MINOR INJURY,MINOR INJURY,HENRY 700 REG III PATROL,03/20/2015 12:00:00 AM,0,"3,119,878","10,056,802",3
"165,176","20,152,330,196",08/21/2015 12:00:00 AM,0220,400 BLOCK E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459278597: 20152330196,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,04/27/2007 12:00:00 AM,8,"3,115,491","10,070,521",9
"165,177","20,152,330,196",08/21/2015 12:00:00 AM,0220,400 BLOCK E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459278597: 20152330196,M,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,03/21/2014 12:00:00 AM,1,"3,115,491","10,070,521",9
"165,181","20,152,331,860",08/21/2015 12:00:00 AM,2150,1100 E OLTORF ST,HE,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311264: 20152331860,M,A,N,,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,11/30/2012 12:00:00 AM,3,"3,113,907","10,059,041",9
"165,182","20,152,331,273",08/21/2015 12:00:00 AM, ,2801 GUADALUPE ST,BA,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,302384648: 20152331273,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,BAKER 600 EVE REG I PATROL,07/17/1998 12:00:00 AM,17,"3,114,438","10,080,094",9
"165,423","20,152,330,063",08/21/2015 12:00:00 AM,0050,12703 ESPLANADE ST,AD,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,3,459311077: 20152330063,F,W,H,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,ADAM 700 REG II PATROL,03/21/2014 12:00:00 AM,1,"3,129,001","10,125,732",7
"165,148","20,152,340,016",08/22/2015 12:00:00 AM,0022,9500 TEASDALE TER,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458837347: 20152340016,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 500 REG II PATROL,11/30/2012 12:00:00 AM,3,"3,133,143","10,103,054",4
"165,150","20,152,340,711",08/22/2015 12:00:00 AM,1010,500 E 7TH ST,GE,VIEWED OFFENSE,OTHER (DOCUMENT IN SUPPLEMENT),3,32312702: 20152340711,M,B,N,,OTHER,CHEMICAL AGENT - O C SPRAY,,,,,4,COMPLAINT OF INJURY/PAIN,,GEORGE 100 REG I PATROL,06/27/2003 12:00:00 AM,12,"3,115,952","10,070,759",9
"165,151","20,152,340,711",08/22/2015 12:00:00 AM,1010,500 E 7TH ST,GE,VIEWED OFFENSE,OTHER (DOCUMENT IN SUPPLEMENT),3,459054838: 20152340711,M,B,N,,OTHER,CHEMICAL AGENT - O C SPRAY,,,,,4,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,,GEORGE 100 REG I PATROL,06/27/2003 12:00:00 AM,12,"3,115,952","10,070,759",9
"165,153","20,155,037,084",08/22/2015 12:00:00 AM, ,12425 MELLOW MEADOW DR,AD,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,459128045: 20155037084,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,03/20/2015 12:00:00 AM,0,"3,095,852","10,139,534",6
"165,168","20,152,340,281",08/22/2015 12:00:00 AM,0224,501 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,3,459313327: 20152340281,F,W,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,CANINE - BITE,,,,,COMPLAINT OF INJURY/PAIN; COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,784","10,070,219",9
"165,169","20,152,340,281",08/22/2015 12:00:00 AM,0224,501 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,3,459313328: 20152340281,F,W,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,784","10,070,219",9
"165,170","20,152,341,747",08/22/2015 12:00:00 AM,2141,12425 MELLOW MEADOW DR,AD,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",3,459128045: 20152341747,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,HENRY 300 REG III PATROL,03/20/2015 12:00:00 AM,0,"3,095,852","10,139,534",6
"165,174","20,152,340,347",08/22/2015 12:00:00 AM,0316,RAYWOOD DR AND WEATHERS LN,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,309727243: 20152340347,M,B,N,,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 12:00:00 AM,2,"3,106,037","10,059,973",
"165,175","20,152,340,347",08/22/2015 12:00:00 AM,0316,RAYWOOD DR AND WEATHERS LN,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,309727243: 20152340347,M,B,N,,PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,12/13/2013 12:00:00 AM,2,"3,106,037","10,059,973",
"165,183","20,152,340,016",08/22/2015 12:00:00 AM,0057,9500 TEASDALE TER,ED,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,3,458837347: 20152340016,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,03/20/2015 12:00:00 AM,0,"3,133,143","10,103,054",4
"165,403","20,152,340,281",08/22/2015 12:00:00 AM,0224,501 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459313329: 20152340281,F,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,1,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,784","10,070,219",9
"165,404","20,152,340,281",08/22/2015 12:00:00 AM,0224,501 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459313330: 20152340281,F,W,N,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,03/22/2013 12:00:00 AM,2,"3,115,784","10,070,219",9
"165,152","20,152,340,238",08/23/2015 12:00:00 AM, ,400 E 6TH ST,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,3,459260932: 20152340238,M,W,H,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,05/10/2002 12:00:00 AM,13,"3,115,491","10,070,521",9
